Unidade de Medida,valor,cod_municipio,ano,variavel,produto
Mil Reais,19180.0,4300059,2021,Valor da produção,Milho
Mil Reais,122113.0,4300059,2021,Valor da produção,Soja
Mil Reais,8836.0,4300059,2021,Valor da produção,Trigo
Hectares,980.0,4300059,2022,Área plantada,Milho
Hectares,14500.0,4300059,2022,Área plantada,Soja
Hectares,2700.0,4300059,2022,Área plantada,Trigo
Hectares,970.0,4300059,2022,Área colhida,Milho
Hectares,14500.0,4300059,2022,Área colhida,Soja
Hectares,2700.0,4300059,2022,Área colhida,Trigo
Toneladas,2619.0,4300059,2022,Quantidade produzida,Milho
Toneladas,39585.0,4300059,2022,Quantidade produzida,Soja
Toneladas,10530.0,4300059,2022,Quantidade produzida,Trigo
Quilogramas por Hectare,2700.0,4300059,2022,Rendimento médio da produção,Milho
Quilogramas por Hectare,2730.0,4300059,2022,Rendimento médio da produção,Soja
Quilogramas por Hectare,3900.0,4300059,2022,Rendimento médio da produção,Trigo
Mil Reais,4190.0,4300059,2022,Valor da produção,Milho
Mil Reais,129962.0,4300059,2022,Valor da produção,Soja
Mil Reais,15795.0,4300059,2022,Valor da produção,Trigo
Hectares,1500.0,4300059,2023,Área plantada,Milho
Hectares,14200.0,4300059,2023,Área plantada,Soja
Hectares,2500.0,4300059,2023,Área plantada,Trigo
Hectares,1500.0,4300059,2023,Área colhida,Milho
Hectares,14200.0,4300059,2023,Área colhida,Soja
Hectares,2500.0,4300059,2023,Área colhida,Trigo
Toneladas,7200.0,4300059,2023,Quantidade produzida,Milho
Toneladas,27690.0,4300059,2023,Quantidade produzida,Soja
Toneladas,4500.0,4300059,2023,Quantidade produzida,Trigo
Quilogramas por Hectare,4800.0,4300059,2023,Rendimento médio da produção,Milho
Quilogramas por Hectare,1950.0,4300059,2023,Rendimento médio da produção,Soja
Quilogramas por Hectare,1800.0,4300059,2023,Rendimento médio da produção,Trigo
Mil Reais,9912.0,4300059,2023,Valor da produção,Milho
Mil Reais,69687.0,4300059,2023,Valor da produção,Soja
Mil Reais,3375.0,4300059,2023,Valor da produção,Trigo
Hectares,2000.0,4300059,2024,Área plantada,Milho
Hectares,14200.0,4300059,2024,Área plantada,Soja
Hectares,2500.0,4300059,2024,Área plantada,Trigo
Hectares,2000.0,4300059,2024,Área colhida,Milho
Hectares,14200.0,4300059,2024,Área colhida,Soja
Hectares,2500.0,4300059,2024,Área colhida,Trigo
Toneladas,15600.0,4300059,2024,Quantidade produzida,Milho
Toneladas,46860.0,4300059,2024,Quantidade produzida,Soja
Toneladas,7500.0,4300059,2024,Quantidade produzida,Trigo
Quilogramas por Hectare,7800.0,4300059,2024,Rendimento médio da produção,Milho
Quilogramas por Hectare,3300.0,4300059,2024,Rendimento médio da produção,Soja
Quilogramas por Hectare,3000.0,4300059,2024,Rendimento médio da produção,Trigo
Mil Reais,14290.0,4300059,2024,Valor da produção,Milho
Mil Reais,93720.0,4300059,2024,Valor da produção,Soja
Mil Reais,8625.0,4300059,2024,Valor da produção,Trigo
Hectares,5800.0,4300109,2010,Área plantada,Fumo
Hectares,4000.0,4300109,2010,Área plantada,Milho
Hectares,150.0,4300109,2010,Área plantada,Soja
Hectares,5.0,4300109,2010,Área plantada,Trigo
Hectares,5800.0,4300109,2010,Área colhida,Fumo
Hectares,4000.0,4300109,2010,Área colhida,Milho
Hectares,150.0,4300109,2010,Área colhida,Soja
Hectares,5.0,4300109,2010,Área colhida,Trigo
Toneladas,8120.0,4300109,2010,Quantidade produzida,Fumo
Toneladas,10400.0,4300109,2010,Quantidade produzida,Milho
Toneladas,315.0,4300109,2010,Quantidade produzida,Soja
Toneladas,8.0,4300109,2010,Quantidade produzida,Trigo
Quilogramas por Hectare,1400.0,4300109,2010,Rendimento médio da produção,Fumo
Quilogramas por Hectare,2600.0,4300109,2010,Rendimento médio da produção,Milho
Quilogramas por Hectare,2100.0,4300109,2010,Rendimento médio da produção,Soja
Quilogramas por Hectare,1600.0,4300109,2010,Rendimento médio da produção,Trigo
Mil Reais,57919.0,4300109,2010,Valor da produção,Fumo
Mil Reais,4160.0,4300109,2010,Valor da produção,Milho
Mil Reais,196.0,4300109,2010,Valor da produção,Soja
Mil Reais,3.0,4300109,2010,Valor da produção,Trigo
Hectares,5800.0,4300109,2011,Área plantada,Fumo
Hectares,3000.0,4300109,2011,Área plantada,Milho
Hectares,150.0,4300109,2011,Área plantada,Soja
Hectares,5800.0,4300109,2011,Área colhida,Fumo
Hectares,3000.0,4300109,2011,Área colhida,Milho
Hectares,150.0,4300109,2011,Área colhida,Soja
Toneladas,15080.0,4300109,2011,Quantidade produzida,Fumo
Toneladas,10800.0,4300109,2011,Quantidade produzida,Milho
Toneladas,405.0,4300109,2011,Quantidade produzida,Soja
Quilogramas por Hectare,2600.0,4300109,2011,Rendimento médio da produção,Fumo
Quilogramas por Hectare,3600.0,4300109,2011,Rendimento médio da produção,Milho
Quilogramas por Hectare,2700.0,4300109,2011,Rendimento médio da produção,Soja
Mil Reais,75400.0,4300109,2011,Valor da produção,Fumo
Mil Reais,4976.0,4300109,2011,Valor da produção,Milho
Mil Reais,284.0,4300109,2011,Valor da produção,Soja
Hectares,5200.0,4300109,2012,Área plantada,Fumo
Hectares,2000.0,4300109,2012,Área plantada,Milho
Hectares,300.0,4300109,2012,Área plantada,Soja
Hectares,5200.0,4300109,2012,Área colhida,Fumo
Hectares,2000.0,4300109,2012,Área colhida,Milho
Hectares,300.0,4300109,2012,Área colhida,Soja
Toneladas,10920.0,4300109,2012,Quantidade produzida,Fumo
Toneladas,2040.0,4300109,2012,Quantidade produzida,Milho
Toneladas,450.0,4300109,2012,Quantidade produzida,Soja
Quilogramas por Hectare,2100.0,4300109,2012,Rendimento médio da produção,Fumo
Quilogramas por Hectare,1020.0,4300109,2012,Rendimento médio da produção,Milho
Quilogramas por Hectare,1500.0,4300109,2012,Rendimento médio da produção,Soja
Mil Reais,53377.0,4300109,2012,Valor da produção,Fumo
Mil Reais,849.0,4300109,2012,Valor da produção,Milho
Mil Reais,407.0,4300109,2012,Valor da produção,Soja
Hectares,5000.0,4300109,2013,Área plantada,Fumo
Hectares,3000.0,4300109,2013,Área plantada,Milho
Hectares,400.0,4300109,2013,Área plantada,Soja
Hectares,8.0,4300109,2013,Área plantada,Trigo
Hectares,5000.0,4300109,2013,Área colhida,Fumo
Hectares,2700.0,4300109,2013,Área colhida,Milho
Hectares,400.0,4300109,2013,Área colhida,Soja
Hectares,8.0,4300109,2013,Área colhida,Trigo
Toneladas,10500.0,4300109,2013,Quantidade produzida,Fumo
Toneladas,11340.0,4300109,2013,Quantidade produzida,Milho
Toneladas,1120.0,4300109,2013,Quantidade produzida,Soja
Toneladas,19.0,4300109,2013,Quantidade produzida,Trigo
Quilogramas por Hectare,2100.0,4300109,2013,Rendimento médio da produção,Fumo
Quilogramas por Hectare,4200.0,4300109,2013,Rendimento médio da produção,Milho
Quilogramas por Hectare,2800.0,4300109,2013,Rendimento médio da produção,Soja
Quilogramas por Hectare,2375.0,4300109,2013,Rendimento médio da produção,Trigo
Mil Reais,73815.0,4300109,2013,Valor da produção,Fumo
Mil Reais,4848.0,4300109,2013,Valor da produção,Milho
Mil Reais,1008.0,4300109,2013,Valor da produção,Soja
Mil Reais,11.0,4300109,2013,Valor da produção,Trigo
Hectares,5100.0,4300109,2014,Área plantada,Fumo
Hectares,3000.0,4300109,2014,Área plantada,Milho
Hectares,600.0,4300109,2014,Área plantada,Soja
Hectares,6.0,4300109,2014,Área plantada,Trigo
Hectares,5100.0,4300109,2014,Área colhida,Fumo
Hectares,3000.0,4300109,2014,Área colhida,Milho
Hectares,600.0,4300109,2014,Área colhida,Soja
Hectares,6.0,4300109,2014,Área colhida,Trigo
Toneladas,10455.0,4300109,2014,Quantidade produzida,Fumo
Toneladas,12600.0,4300109,2014,Quantidade produzida,Milho
Toneladas,1800.0,4300109,2014,Quantidade produzida,Soja
Toneladas,12.0,4300109,2014,Quantidade produzida,Trigo
Quilogramas por Hectare,2050.0,4300109,2014,Rendimento médio da produção,Fumo
Quilogramas por Hectare,4200.0,4300109,2014,Rendimento médio da produção,Milho
Quilogramas por Hectare,3000.0,4300109,2014,Rendimento médio da produção,Soja
Quilogramas por Hectare,2000.0,4300109,2014,Rendimento médio da produção,Trigo
Mil Reais,83640.0,4300109,2014,Valor da produção,Fumo
Mil Reais,5224.0,4300109,2014,Valor da produção,Milho
Mil Reais,1926.0,4300109,2014,Valor da produção,Soja
Mil Reais,5.0,4300109,2014,Valor da produção,Trigo
Hectares,5000.0,4300109,2015,Área plantada,Fumo
Hectares,3500.0,4300109,2015,Área plantada,Milho
Hectares,700.0,4300109,2015,Área plantada,Soja
Hectares,10.0,4300109,2015,Área plantada,Trigo
Hectares,5000.0,4300109,2015,Área colhida,Fumo
Hectares,3500.0,4300109,2015,Área colhida,Milho
Hectares,700.0,4300109,2015,Área colhida,Soja
Hectares,10.0,4300109,2015,Área colhida,Trigo
Toneladas,9000.0,4300109,2015,Quantidade produzida,Fumo
Toneladas,14700.0,4300109,2015,Quantidade produzida,Milho
Toneladas,2394.0,4300109,2015,Quantidade produzida,Soja
Toneladas,18.0,4300109,2015,Quantidade produzida,Trigo
Quilogramas por Hectare,1800.0,4300109,2015,Rendimento médio da produção,Fumo
Quilogramas por Hectare,4200.0,4300109,2015,Rendimento médio da produção,Milho
Quilogramas por Hectare,3420.0,4300109,2015,Rendimento médio da produção,Soja
Quilogramas por Hectare,1800.0,4300109,2015,Rendimento médio da produção,Trigo
Mil Reais,63000.0,4300109,2015,Valor da produção,Fumo
Mil Reais,5733.0,4300109,2015,Valor da produção,Milho
Mil Reais,2435.0,4300109,2015,Valor da produção,Soja
Mil Reais,8.0,4300109,2015,Valor da produção,Trigo
Hectares,4500.0,4300109,2016,Área plantada,Fumo
Hectares,3450.0,4300109,2016,Área plantada,Milho
Hectares,850.0,4300109,2016,Área plantada,Soja
Hectares,8.0,4300109,2016,Área plantada,Trigo
Hectares,3500.0,4300109,2016,Área colhida,Fumo
Hectares,3450.0,4300109,2016,Área colhida,Milho
Hectares,830.0,4300109,2016,Área colhida,Soja
Hectares,8.0,4300109,2016,Área colhida,Trigo
Toneladas,4900.0,4300109,2016,Quantidade produzida,Fumo
Toneladas,12420.0,4300109,2016,Quantidade produzida,Milho
Toneladas,2490.0,4300109,2016,Quantidade produzida,Soja
Toneladas,19.0,4300109,2016,Quantidade produzida,Trigo
Quilogramas por Hectare,1400.0,4300109,2016,Rendimento médio da produção,Fumo
Quilogramas por Hectare,3600.0,4300109,2016,Rendimento médio da produção,Milho
Quilogramas por Hectare,3000.0,4300109,2016,Rendimento médio da produção,Soja
Quilogramas por Hectare,2375.0,4300109,2016,Rendimento médio da produção,Trigo
Mil Reais,43463.0,4300109,2016,Valor da produção,Fumo
Mil Reais,8540.0,4300109,2016,Valor da produção,Milho
Mil Reais,2856.0,4300109,2016,Valor da produção,Soja
Mil Reais,10.0,4300109,2016,Valor da produção,Trigo
Hectares,4600.0,4300109,2017,Área plantada,Fumo
Hectares,3500.0,4300109,2017,Área plantada,Milho
Hectares,900.0,4300109,2017,Área plantada,Soja
Hectares,2.0,4300109,2017,Área plantada,Trigo
Hectares,4600.0,4300109,2017,Área colhida,Fumo
Hectares,3500.0,4300109,2017,Área colhida,Milho
Hectares,900.0,4300109,2017,Área colhida,Soja
Hectares,2.0,4300109,2017,Área colhida,Trigo
Toneladas,10120.0,4300109,2017,Quantidade produzida,Fumo
Toneladas,14700.0,4300109,2017,Quantidade produzida,Milho
Toneladas,2790.0,4300109,2017,Quantidade produzida,Soja
Toneladas,4.0,4300109,2017,Quantidade produzida,Trigo
Quilogramas por Hectare,2200.0,4300109,2017,Rendimento médio da produção,Fumo
Quilogramas por Hectare,4200.0,4300109,2017,Rendimento médio da produção,Milho
Quilogramas por Hectare,3100.0,4300109,2017,Rendimento médio da produção,Soja
Quilogramas por Hectare,2000.0,4300109,2017,Rendimento médio da produção,Trigo
Mil Reais,77519.0,4300109,2017,Valor da produção,Fumo
Mil Reais,5630.0,4300109,2017,Valor da produção,Milho
Mil Reais,2728.0,4300109,2017,Valor da produção,Soja
Mil Reais,2.0,4300109,2017,Valor da produção,Trigo
Hectares,4500.0,4300109,2018,Área plantada,Fumo
Hectares,3500.0,4300109,2018,Área plantada,Milho
Hectares,850.0,4300109,2018,Área plantada,Soja
Hectares,4500.0,4300109,2018,Área colhida,Fumo
Hectares,3500.0,4300109,2018,Área colhida,Milho
Hectares,850.0,4300109,2018,Área colhida,Soja
Toneladas,9000.0,4300109,2018,Quantidade produzida,Fumo
Toneladas,15617.0,4300109,2018,Quantidade produzida,Milho
Toneladas,2550.0,4300109,2018,Quantidade produzida,Soja
Quilogramas por Hectare,2000.0,4300109,2018,Rendimento médio da produção,Fumo
Quilogramas por Hectare,4462.0,4300109,2018,Rendimento médio da produção,Milho
Quilogramas por Hectare,3000.0,4300109,2018,Rendimento médio da produção,Soja
Mil Reais,72000.0,4300109,2018,Valor da produção,Fumo
Mil Reais,8990.0,4300109,2018,Valor da produção,Milho
Mil Reais,3186.0,4300109,2018,Valor da produção,Soja
Hectares,4500.0,4300109,2019,Área plantada,Fumo
Hectares,3500.0,4300109,2019,Área plantada,Milho
Hectares,950.0,4300109,2019,Área plantada,Soja
Hectares,4500.0,4300109,2019,Área colhida,Fumo
Hectares,3500.0,4300109,2019,Área colhida,Milho
Hectares,950.0,4300109,2019,Área colhida,Soja
Toneladas,9000.0,4300109,2019,Quantidade produzida,Fumo
Toneladas,18900.0,4300109,2019,Quantidade produzida,Milho
Toneladas,2830.0,4300109,2019,Quantidade produzida,Soja
Quilogramas por Hectare,2000.0,4300109,2019,Rendimento médio da produção,Fumo
Quilogramas por Hectare,5400.0,4300109,2019,Rendimento médio da produção,Milho
Quilogramas por Hectare,2979.0,4300109,2019,Rendimento médio da produção,Soja
Mil Reais,82710.0,4300109,2019,Valor da produção,Fumo
Mil Reais,10111.0,4300109,2019,Valor da produção,Milho
Mil Reais,3322.0,4300109,2019,Valor da produção,Soja
Hectares,4500.0,4300109,2020,Área plantada,Fumo
Hectares,3500.0,4300109,2020,Área plantada,Milho
Hectares,1000.0,4300109,2020,Área plantada,Soja
Hectares,4500.0,4300109,2020,Área colhida,Fumo
Hectares,3500.0,4300109,2020,Área colhida,Milho
Hectares,1000.0,4300109,2020,Área colhida,Soja
Toneladas,6750.0,4300109,2020,Quantidade produzida,Fumo
Toneladas,3500.0,4300109,2020,Quantidade produzida,Milho
Toneladas,720.0,4300109,2020,Quantidade produzida,Soja
Quilogramas por Hectare,1500.0,4300109,2020,Rendimento médio da produção,Fumo
Quilogramas por Hectare,1000.0,4300109,2020,Rendimento médio da produção,Milho
Quilogramas por Hectare,720.0,4300109,2020,Rendimento médio da produção,Soja
Mil Reais,60750.0,4300109,2020,Valor da produção,Fumo
Mil Reais,2662.0,4300109,2020,Valor da produção,Milho
Mil Reais,1068.0,4300109,2020,Valor da produção,Soja
Hectares,4500.0,4300109,2021,Área plantada,Fumo
Hectares,3500.0,4300109,2021,Área plantada,Milho
Hectares,1000.0,4300109,2021,Área plantada,Soja
Hectares,100.0,4300109,2021,Área plantada,Trigo
Hectares,4500.0,4300109,2021,Área colhida,Fumo
Hectares,3500.0,4300109,2021,Área colhida,Milho
Hectares,1000.0,4300109,2021,Área colhida,Soja
Hectares,100.0,4300109,2021,Área colhida,Trigo
Toneladas,8550.0,4300109,2021,Quantidade produzida,Fumo
Toneladas,11662.0,4300109,2021,Quantidade produzida,Milho
Toneladas,3500.0,4300109,2021,Quantidade produzida,Soja
Toneladas,240.0,4300109,2021,Quantidade produzida,Trigo
Quilogramas por Hectare,1900.0,4300109,2021,Rendimento médio da produção,Fumo
Quilogramas por Hectare,3332.0,4300109,2021,Rendimento médio da produção,Milho
Quilogramas por Hectare,3500.0,4300109,2021,Rendimento médio da produção,Soja
Quilogramas por Hectare,2400.0,4300109,2021,Rendimento médio da produção,Trigo
Mil Reais,76950.0,4300109,2021,Valor da produção,Fumo
Mil Reais,15500.0,4300109,2021,Valor da produção,Milho
Mil Reais,9713.0,4300109,2021,Valor da produção,Soja
Mil Reais,329.0,4300109,2021,Valor da produção,Trigo
Hectares,4500.0,4300109,2022,Área plantada,Fumo
Hectares,3500.0,4300109,2022,Área plantada,Milho
Hectares,1500.0,4300109,2022,Área plantada,Soja
Hectares,105.0,4300109,2022,Área plantada,Trigo
Hectares,4500.0,4300109,2022,Área colhida,Fumo
Hectares,3500.0,4300109,2022,Área colhida,Milho
Hectares,1500.0,4300109,2022,Área colhida,Soja
Hectares,105.0,4300109,2022,Área colhida,Trigo
Toneladas,10125.0,4300109,2022,Quantidade produzida,Fumo
Toneladas,6300.0,4300109,2022,Quantidade produzida,Milho
Toneladas,2700.0,4300109,2022,Quantidade produzida,Soja
Toneladas,252.0,4300109,2022,Quantidade produzida,Trigo
Quilogramas por Hectare,2250.0,4300109,2022,Rendimento médio da produção,Fumo
Quilogramas por Hectare,1800.0,4300109,2022,Rendimento médio da produção,Milho
Quilogramas por Hectare,1800.0,4300109,2022,Rendimento médio da produção,Soja
Quilogramas por Hectare,2400.0,4300109,2022,Rendimento médio da produção,Trigo
Mil Reais,101250.0,4300109,2022,Valor da produção,Fumo
Mil Reais,9780.0,4300109,2022,Valor da produção,Milho
Mil Reais,8156.0,4300109,2022,Valor da produção,Soja
Mil Reais,369.0,4300109,2022,Valor da produção,Trigo
Hectares,4500.0,4300109,2023,Área plantada,Fumo
Hectares,3500.0,4300109,2023,Área plantada,Milho
Hectares,1500.0,4300109,2023,Área plantada,Soja
Hectares,105.0,4300109,2023,Área plantada,Trigo
Hectares,4500.0,4300109,2023,Área colhida,Fumo
Hectares,3500.0,4300109,2023,Área colhida,Milho
Hectares,1500.0,4300109,2023,Área colhida,Soja
Hectares,105.0,4300109,2023,Área colhida,Trigo
Toneladas,6930.0,4300109,2023,Quantidade produzida,Fumo
Toneladas,4725.0,4300109,2023,Quantidade produzida,Milho
Toneladas,1800.0,4300109,2023,Quantidade produzida,Soja
Toneladas,50.0,4300109,2023,Quantidade produzida,Trigo
Quilogramas por Hectare,1540.0,4300109,2023,Rendimento médio da produção,Fumo
Quilogramas por Hectare,1350.0,4300109,2023,Rendimento médio da produção,Milho
Quilogramas por Hectare,1200.0,4300109,2023,Rendimento médio da produção,Soja
Quilogramas por Hectare,476.0,4300109,2023,Rendimento médio da produção,Trigo
Mil Reais,62370.0,4300109,2023,Valor da produção,Fumo
Mil Reais,5173.0,4300109,2023,Valor da produção,Milho
Mil Reais,4242.0,4300109,2023,Valor da produção,Soja
Mil Reais,49.0,4300109,2023,Valor da produção,Trigo
Hectares,4000.0,4300109,2024,Área plantada,Fumo
Hectares,3500.0,4300109,2024,Área plantada,Milho
Hectares,1500.0,4300109,2024,Área plantada,Soja
Hectares,30.0,4300109,2024,Área plantada,Trigo
Hectares,4000.0,4300109,2024,Área colhida,Fumo
Hectares,2650.0,4300109,2024,Área colhida,Milho
Hectares,1000.0,4300109,2024,Área colhida,Soja
Hectares,30.0,4300109,2024,Área colhida,Trigo
Toneladas,8800.0,4300109,2024,Quantidade produzida,Fumo
Toneladas,10812.0,4300109,2024,Quantidade produzida,Milho
Toneladas,2100.0,4300109,2024,Quantidade produzida,Soja
Toneladas,72.0,4300109,2024,Quantidade produzida,Trigo
Quilogramas por Hectare,2200.0,4300109,2024,Rendimento médio da produção,Fumo
Quilogramas por Hectare,4080.0,4300109,2024,Rendimento médio da produção,Milho
Quilogramas por Hectare,2100.0,4300109,2024,Rendimento médio da produção,Soja
Quilogramas por Hectare,2400.0,4300109,2024,Rendimento médio da produção,Trigo
Mil Reais,132000.0,4300109,2024,Valor da produção,Fumo
Mil Reais,9246.0,4300109,2024,Valor da produção,Milho
Mil Reais,4053.0,4300109,2024,Valor da produção,Soja
Mil Reais,78.0,4300109,2024,Valor da produção,Trigo
Hectares,1000.0,4300208,2010,Área plantada,Milho
Hectares,18500.0,4300208,2010,Área plantada,Soja
Hectares,6000.0,4300208,2010,Área plantada,Trigo
